id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2497666105,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-70m2-aluguel-RS1700-id-2497666105/,"Apartamento com 3 Quartos para Aluguel, 70m²","Rua Santo Afonso, 274 - Tijuca, Rio de Janeiro - RJ",70,3 Quartos,2 Banheiros,-- Vaga,"Ar-condicionado
Elevador
Condomínio fechado
Acesso para deficientes
Portão eletrônico",R$ 1.700 /mês,R$ 750,Tijuca,2021-03-24 13:38
2510270190,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-147m2-aluguel-RS3600-id-2510270190/,"Apartamento com 3 Quartos para Aluguel, 147m²","Rua Engenheiro Enaldo Cravo Peixoto, 95 - Tijuca, Rio de Janeiro - RJ",147,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 3.600 /mês,R$ 1.580,Tijuca,2021-03-24 13:38
2514152197,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-85m2-aluguel-RS2000-id-2514152197/,"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Uruguai, 487 - Tijuca, Rio de Janeiro - RJ",85,3 Quartos,1 Banheiro,-- Vaga,"Ar-condicionado
Elevador
Jardim
Portaria 24h
Acesso para deficientes",R$ 2.000 /mês,R$ 840,Tijuca,2021-03-24 13:38
2475443542,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-140m2-aluguel-RS2400-id-2475443542/,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua Antônio Basílio - Tijuca, Rio de Janeiro - RJ",140,3 Quartos,2 Banheiros,1 Vaga,"Ar-condicionado
Elevador
Área de serviço
Aceita animais
Salão de festas",R$ 2.400 /mês,R$ 999,Tijuca,2021-03-24 13:38
2514496338,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-88m2-aluguel-RS2500-id-2514496338/,"Apartamento com 3 Quartos para Aluguel, 88m²","Rua Araújo Pena, 10 - Tijuca, Rio de Janeiro - RJ",88,3 Quartos,3 Banheiros,-- Vaga,"Ar-condicionado
Elevador
Portaria 24h
Portão eletrônico",R$ 2.500 /mês,R$ 987,Tijuca,2021-03-24 13:38
2513276007,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-73m2-aluguel-RS2100-id-2513276007/,"Apartamento com 2 Quartos para Aluguel, 73m²","Rua Visconde de Itamarati, 74 - Tijuca, Rio de Janeiro - RJ",73,2 Quartos,3 Banheiros,1 Vaga,"Piscina
Ar-condicionado
Elevador
Playground
Aceita animais",R$ 2.100 /mês,R$ 639,Tijuca,2021-03-24 13:38
2513562852,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-89m2-aluguel-RS3600-id-2513562852/,"Apartamento com 3 Quartos para Aluguel, 89m²","Rua Bom Pastor, 481 - Tijuca, Rio de Janeiro - RJ",89,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Ar-condicionado
Academia
Churrasqueira
Condomínio fechado",R$ 3.600 /mês,R$ 1.100,Tijuca,2021-03-24 13:38
2514577946,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-70m2-aluguel-RS1500-id-2514577946/,"Apartamento com 2 Quartos para Aluguel, 70m²","Travessa Inácio Bittencourt, 7 - Tijuca, Rio de Janeiro - RJ",70,2 Quartos,2 Banheiros,-- Vaga,,R$ 1.500 /mês,,Tijuca,2021-03-24 13:38
2507753873,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-71m2-aluguel-RS1500-id-2507753873/,"Apartamento com 2 Quartos para Aluguel, 71m²","Rua Professor Gabizo - Tijuca, Rio de Janeiro - RJ",71,2 Quartos,2 Banheiros,1 Vaga,"Playground
Portaria 24h
Portão eletrônico",R$ 1.500 /mês,R$ 650,Tijuca,2021-03-24 13:38
2509252809,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-70m2-aluguel-RS1650-id-2509252809/,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Doutor Satamini, 171 - Tijuca, Rio de Janeiro - RJ",70,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Playground
Aceita animais
Jardim
Portaria 24h",R$ 1.650 /mês,R$ 840,Tijuca,2021-03-24 13:38
2514502005,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tijuca-zona-norte-rio-de-janeiro-60m2-aluguel-RS1600-id-2514502005/,"Apartamento com Quarto para Aluguel, 60m²","Rua Henry Ford, 27 - Tijuca, Rio de Janeiro - RJ",60,1 Quarto,1 Banheiro,-- Vaga,"Aceita animais
Portaria 24h",R$ 1.600 /mês,R$ 600,Tijuca,2021-03-24 13:38
2512378981,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-89m2-aluguel-RS1800-id-2512378981/,"Apartamento com 3 Quartos para Aluguel, 89m²","Rua José Higino, 277 - Tijuca, Rio de Janeiro - RJ",89,3 Quartos,2 Banheiros,-- Vaga,"Condomínio fechado
Portaria 24h
Portão eletrônico",R$ 1.800 /mês,R$ 882,Tijuca,2021-03-24 13:38
2509531880,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-89m2-aluguel-RS1700-id-2509531880/,"Apartamento com 2 Quartos para Aluguel, 89m²","Rua Uruguai - Tijuca, Rio de Janeiro - RJ",89,2 Quartos,1 Banheiro,1 Vaga,"Ar-condicionado
Elevador
Jardim
Portão eletrônico",R$ 1.700 /mês,R$ 665,Tijuca,2021-03-24 13:39
2509582183,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-54m2-aluguel-RS1700-id-2509582183/,"Apartamento com 2 Quartos para Aluguel, 54m²","Rua José Higino, 353 - Tijuca, Rio de Janeiro - RJ",54,2 Quartos,2 Banheiros,-- Vaga,"Elevador
Cozinha americana
Portão eletrônico",R$ 1.700 /mês,R$ 752,Tijuca,2021-03-24 13:39
2509240079,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-78m2-aluguel-RS2000-id-2509240079/,"Apartamento com 3 Quartos para Aluguel, 78m²","Rua Martins Pena, 15 - Tijuca, Rio de Janeiro - RJ",78,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Área de serviço
Playground
Aceita animais",R$ 2.000 /mês,R$ 970,Tijuca,2021-03-24 13:39
2513675784,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-102m2-aluguel-RS3300-id-2513675784/,"Apartamento com 3 Quartos para Aluguel, 102m²","Rua Professor Gabizo, 252 - Tijuca, Rio de Janeiro - RJ",102,3 Quartos,3 Banheiros,1 Vaga,"Mobiliado
Ar-condicionado
Academia
Elevador
Condomínio fechado",R$ 3.300 /mês,R$ 1.100,Tijuca,2021-03-24 13:39
2474797078,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-77m2-aluguel-RS1800-id-2474797078/,"Apartamento com 3 Quartos para Aluguel, 77m²","Rua Major Ávila, 116 - Tijuca, Rio de Janeiro - RJ",77,3 Quartos,2 Banheiros,-- Vaga,,R$ 1.800 /mês,R$ 600,Tijuca,2021-03-24 13:39
2509452222,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-com-garagem-77m2-aluguel-RS2250-id-2509452222/,"Apartamento com 2 Quartos para Aluguel, 77m²","Rua Uruguai, 440 - Tijuca, Rio de Janeiro - RJ",77,2 Quartos,2 Banheiros,1 Vaga,"Condomínio fechado
Aceita animais
Salão de festas
Bicicletário
Portaria 24h",R$ 2.250 /mês,R$ 700,Tijuca,2021-03-24 13:39
2511271137,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tijuca-zona-norte-rio-de-janeiro-40m2-aluguel-RS2500-id-2511271137/,"Apartamento com Quarto para Aluguel, 40m²","Tijuca, Rio de Janeiro - RJ",40,1 Quarto,1 Banheiro,-- Vaga,,R$ 2.500 /mês,R$ 800,Tijuca,2021-03-24 13:39
